Gene,AUC,clusts,p.value,,,,
Chd6,0.875140607,10,0.009943137,,,,
Tmem81,0.874859393,10,1.12E-05,,,,
Poc1b,0.874859393,10,0.000129379,,,,
Zfp319,0.874718785,10,7.45E-05,,,,
Foxj2,0.874718785,10,0.000214751,,,,
Msh4,0.87443757,10,0.009546671,,,,
Mcart6,0.874296963,10,2.45E-06,,,,
Wwox,0.874296963,10,0.000166369,,,,
Lrrc8d,0.874156355,10,0.006322867,,,,
Smad5,0.874015748,10,0.005345018,,,,
Rnf26,0.874015748,10,0.009398383,,,,
Kdelc1,0.873875141,10,4.84E-06,,,,
1500015A07Rik,0.873734533,10,5.99E-06,,,,
Zswim5,0.873593926,10,0.00046063,,,,
Tpmt,0.873453318,10,0.009405059,,,,
Lrrc4,0.873453318,10,9.34E-05,,,,
Tmem184b,0.873312711,10,0.001773264,,,,
Lig4,0.873312711,10,0.003562373,,,,
Syngr4,0.873172103,10,7.62E-11,,,,
Dnajc18,0.873172103,10,1.83E-05,,,,
Arl13b,0.873172103,10,0.00979047,,,,
Arrdc3,0.872890889,10,0.001740773,,,,
B9d1,0.872750281,10,0.00415367,,,,
Fam185a,0.872328459,10,0.000940839,,,,
Mir1940,0.872328459,10,9.89E-10,,,,
Zfp526,0.872328459,10,0.000724487,,,,
D430020J02Rik,0.872187852,10,1.22E-05,,,,
Mtbp,0.872047244,10,0.009555242,,,,
Dhrs3,0.872047244,10,7.18E-07,,,,
Dux,0.871766029,10,2.76E-15,,,,
Uvrag,0.871625422,10,0.003956249,,,,
Lrrtm2,0.8712036,10,0.002339387,,,,
Slc36a1,0.8712036,10,0.000685342,,,,
Pgpep1,0.8712036,10,0.000283672,,,,
Gm364,0.8712036,10,8.46E-09,,,,
Traf6,0.871062992,10,3.53E-05,,,,
Cdyl,0.871062992,10,0.008899102,,,,
A830010M20Rik,0.871062992,10,0.000556557,,,,
Limk1,0.871062992,10,0.000556557,,,,
Il12rb2,0.870922385,10,1.15E-05,,,,
Mapk11,0.870922385,10,6.67E-08,,,,
BC037034,0.870781777,10,0.001406171,,,,
Rttn,0.87064117,10,0.009704846,,,,
Stx2,0.87064117,10,5.61E-05,,,,
Speer1-ps1,0.87064117,10,2.80E-11,,,,
Slc12a9,0.87064117,10,0.000269999,,,,
Echdc1,0.86951631,10,1.86E-05,,,,
Fbxo10,0.86951631,10,1.86E-05,,,,
Ift122,0.869235096,10,0.000429249,,,,
Hsd17b7,0.869235096,10,0.006233612,,,,
Slc6a4,0.869235096,10,9.84E-07,,,,
Thra,0.869235096,10,0.003647619,,,,
Ddx4,0.868813273,10,4.33E-05,,,,
Mks1,0.868672666,10,0.00071577,,,,
Efcab3,0.868391451,10,6.88E-06,,,,
Ddx11,0.868110236,10,0.003645416,,,,
Tub,0.868110236,10,0.000223769,,,,
Kremen1,0.867969629,10,0.002316009,,,,
Dock6,0.867829021,10,0.009069353,,,,
Tram2,0.867688414,10,0.000168936,,,,
Znf512b,0.867266592,10,0.00921131,,,,
C2cd2,0.866985377,10,0.000935722,,,,
Ppapdc2,0.866985377,10,3.36E-06,,,,
Sema5a,0.866704162,10,0.009014388,,,,
Bphl,0.866704162,10,2.24E-07,,,,
Dync2li1,0.866422947,10,2.35E-09,,,,
Akr1cl,0.866141732,10,3.89E-08,,,,
4831426I19Rik,0.866001125,10,0.000505738,,,,
Mettl15,0.866001125,10,0.003438843,,,,
Ift80,0.866001125,10,0.001755316,,,,
Rsph3b,0.866001125,10,1.82E-06,,,,
Dlgap1,0.865860517,10,0.006743464,,,,
Zfp111,0.865860517,10,0.002797233,,,,
Coro2b,0.865579303,10,1.90E-06,,,,
Ssh1,0.865579303,10,0.001910684,,,,
Tceanc,0.865579303,10,0.000402073,,,,
Krtcap3,0.865298088,10,0.000228315,,,,
Ppp6r2,0.864735658,10,2.08E-05,,,,
Htra1,0.864735658,10,0.003290275,,,,
Dusp22,0.864735658,10,6.59E-06,,,,
Mfsd4,0.864454443,10,0.001645723,,,,
Zfp341,0.864173228,10,0.003127863,,,,
Nat2,0.864173228,10,7.44E-08,,,,
BC125332,0.864173228,10,2.19E-05,,,,
Gm5134,0.863610799,10,0.004514411,,,,
Nr3c1,0.863610799,10,0.001363349,,,,
Mbd2,0.863470191,10,0.000978884,,,,
Gpc3,0.863470191,10,5.23E-05,,,,
Slc38a9,0.863470191,10,0.002579181,,,,
Pcyt1b,0.862907762,10,0.009354676,,,,
Lrch3,0.862767154,10,0.000111441,,,,
Hoxd8,0.862626547,10,1.06E-10,,,,
Inpp5a,0.862485939,10,0.004852797,,,,
Fan1,0.862345332,10,1.52E-05,,,,
3110057O12Rik,0.862204724,10,0.004573085,,,,
Zbtb46,0.862064117,10,0.000482327,,,,
Ankdd1b,0.862064117,10,7.00E-06,,,,
Letm2,0.86192351,10,0.000633328,,,,
4930486L24Rik,0.86192351,10,7.33E-07,,,,
Fam53b,0.861782902,10,0.000273176,,,,
Stambp,0.861782902,10,0.007319096,,,,
Ablim2,0.861501687,10,0.000711192,,,,
Lamc2,0.861501687,10,4.60E-05,,,,
Creb3l1,0.86136108,10,2.60E-10,,,,
Hpse2,0.86136108,10,9.22E-10,,,,
Alms1-ps2,0.861220472,10,0.008492411,,,,
Smc1b,0.86079865,10,0.004247035,,,,
Mboat4,0.860517435,10,1.70E-07,,,,
Per1,0.860376828,10,0.002061199,,,,
Adora3,0.86023622,10,1.57E-11,,,,
Slc31a2,0.860095613,10,3.80E-05,,,,
Atxn7l2,0.860095613,10,0.003564802,,,,
2010005H15Rik,0.859955006,10,1.14E-09,,,,
Wls,0.859814398,10,9.66E-05,,,,
Map4k2,0.859673791,10,0.0005289,,,,
Vmn1r90,0.859673791,10,0.001802217,,,,
Rdh11,0.859533183,10,0.004815465,,,,
Lancl2,0.859392576,10,8.72E-05,,,,
Polr3gl,0.858970754,10,0.000419826,,,,
Repin1,0.858830146,10,0.000312079,,,,
Kctd1,0.858830146,10,0.002428625,,,,
Synpo2l,0.857986502,10,8.55E-06,,,,
Zfp940,0.857845894,10,2.35E-05,,,,
Sgsm1,0.857564679,10,0.002806338,,,,
Trim36,0.857424072,10,0.002111531,,,,
Nsun3,0.857424072,10,0.000175319,,,,
Zfp819,0.857424072,10,0.004857963,,,,
Tmem106c,0.857283465,10,0.001328183,,,,
Ssfa2,0.857142857,10,0.002730303,,,,
Zfp94,0.85700225,10,0.000260037,,,,
Galc,0.856861642,10,0.001694288,,,,
Phka2,0.856580427,10,0.000557408,,,,
Gltscr1,0.85643982,10,0.004959836,,,,
Angpt2,0.856158605,10,0.000220221,,,,
Slc18a2,0.856158605,10,0.001063568,,,,
Il17c,0.85587739,10,1.28E-15,,,,
Gm221,0.855455568,10,0.002419532,,,,
Mt4,0.855455568,10,1.24E-09,,,,
Mitf,0.855314961,10,0.000810174,,,,
Wbp2nl,0.854893138,10,1.12E-07,,,,
Baiap2l2,0.854330709,10,1.30E-06,,,,
BC053749,0.854049494,10,0.002067235,,,,
Sepsecs,0.853768279,10,0.003065443,,,,
Ephx4,0.853487064,10,3.81E-08,,,,
Adhfe1,0.853205849,10,0.00014957,,,,
Gsdmc2,0.85208099,10,0.005231323,,,,
Zfp839,0.851096738,10,0.008224035,,,,
Sohlh2,0.85095613,10,3.14E-05,,,,
Lipt1,0.85095613,10,0.009986695,,,,
Pogk,0.85095613,10,0.003107616,,,,
Ccdc65,0.85095613,10,0.000712573,,,,
Gbe1,0.850815523,10,0.009037206,,,,
Zfp28,0.850393701,10,1.52E-06,,,,
Cdon,0.850112486,10,0.000624316,,,,
